,index,path,acq,acquisition,type,run,session,subject,task,modality,Processing,Uid,Contrast,Smoothness,Smoothness Conservation Factor,Volume-Normalized SCF
152,26,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF2,4007,JogB,BOLD,Unprocessed,4007_ofMcF2_bold,BOLD,1.90189,1.0,0.0
153,27,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF2,4007,JogB,CBV,Unprocessed,4007_ofMcF2_cbv,CBV,1.53297,1.0,0.0
154,29,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMpF,4007,JogB,CBV,Unprocessed,4007_ofMpF_cbv,CBV,1.17413,1.0,0.0
155,30,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMpF,4007,JogB,BOLD,Unprocessed,4007_ofMpF_bold,BOLD,1.53336,1.0,0.0
156,32,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4007,JogB,BOLD,Unprocessed,4007_ofM_bold,BOLD,1.77704,1.0,0.0
157,33,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4007,JogB,CBV,Unprocessed,4007_ofM_cbv,CBV,1.28909,1.0,0.0
158,36,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF1,4012,JogB,BOLD,Unprocessed,4012_ofMcF1_bold,BOLD,1.59976,1.0,0.0
159,37,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF1,4012,JogB,CBV,Unprocessed,4012_ofMcF1_cbv,CBV,1.27303,1.0,0.0
160,39,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMaF,4012,JogB,BOLD,Unprocessed,4012_ofMaF_bold,BOLD,1.97984,1.0,0.0
161,40,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMaF,4012,JogB,CBV,Unprocessed,4012_ofMaF_cbv,CBV,1.43264,1.0,0.0
162,42,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF2,4012,JogB,BOLD,Unprocessed,4012_ofMcF2_bold,BOLD,1.64638,1.0,0.0
163,43,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF2,4012,JogB,CBV,Unprocessed,4012_ofMcF2_cbv,CBV,1.31538,1.0,0.0
164,45,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMpF,4012,JogB,CBV,Unprocessed,4012_ofMpF_cbv,CBV,1.21155,1.0,0.0
165,46,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMpF,4012,JogB,BOLD,Unprocessed,4012_ofMpF_bold,BOLD,1.6847,1.0,0.0
166,48,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4012,JogB,BOLD,Unprocessed,4012_ofM_bold,BOLD,1.6842,1.0,0.0
167,49,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4012,JogB,CBV,Unprocessed,4012_ofM_cbv,CBV,1.09735,1.0,0.0
168,51,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4004,JogB,BOLD,Unprocessed,4004_ofM_bold,BOLD,1.96034,1.0,0.0
169,52,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4004,JogB,CBV,Unprocessed,4004_ofM_cbv,CBV,1.4784,1.0,0.0
170,54,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF1,4011,JogB,CBV,Unprocessed,4011_ofMcF1_cbv,CBV,1.65695,1.0,0.0
171,55,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF1,4011,JogB,BOLD,Unprocessed,4011_ofMcF1_bold,BOLD,2.23146,1.0,0.0
172,57,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMaF,4011,JogB,BOLD,Unprocessed,4011_ofMaF_bold,BOLD,2.12989,1.0,0.0
173,58,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMaF,4011,JogB,CBV,Unprocessed,4011_ofMaF_cbv,CBV,1.21757,1.0,0.0
174,60,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF2,4011,JogB,CBV,Unprocessed,4011_ofMcF2_cbv,CBV,1.51723,1.0,0.0
175,61,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF2,4011,JogB,BOLD,Unprocessed,4011_ofMcF2_bold,BOLD,2.05984,1.0,0.0
176,63,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4011,JogB,BOLD,Unprocessed,4011_ofM_bold,BOLD,2.11719,1.0,0.0
177,64,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4011,JogB,CBV,Unprocessed,4011_ofM_cbv,CBV,1.3693,1.0,0.0
178,66,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4013,JogB,BOLD,Unprocessed,4013_ofM_bold,BOLD,1.44639,1.0,0.0
179,67,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4013,JogB,CBV,Unprocessed,4013_ofM_cbv,CBV,0.986682,1.0,0.0
180,69,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMaF,4005,JogB,CBV,Unprocessed,4005_ofMaF_cbv,CBV,1.39128,1.0,0.0
181,70,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMaF,4005,JogB,BOLD,Unprocessed,4005_ofMaF_bold,BOLD,1.95055,1.0,0.0
182,72,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4005,JogB,BOLD,Unprocessed,4005_ofM_bold,BOLD,2.00416,1.0,0.0
183,73,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4005,JogB,CBV,Unprocessed,4005_ofM_cbv,CBV,1.21186,1.0,0.0
184,75,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF1,4008,JogB,BOLD,Unprocessed,4008_ofMcF1_bold,BOLD,2.00439,1.0,0.0
185,76,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF1,4008,JogB,CBV,Unprocessed,4008_ofMcF1_cbv,CBV,1.86681,1.0,0.0
186,78,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMaF,4008,JogB,BOLD,Unprocessed,4008_ofMaF_bold,BOLD,1.86696,1.0,0.0
187,79,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMaF,4008,JogB,CBV,Unprocessed,4008_ofMaF_cbv,CBV,1.55618,1.0,0.0
188,81,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF2,4008,JogB,BOLD,Unprocessed,4008_ofMcF2_bold,BOLD,1.79737,1.0,0.0
189,82,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF2,4008,JogB,CBV,Unprocessed,4008_ofMcF2_cbv,CBV,1.60411,1.0,0.0
190,84,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMpF,4008,JogB,BOLD,Unprocessed,4008_ofMpF_bold,BOLD,2.14672,1.0,0.0
191,85,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMpF,4008,JogB,CBV,Unprocessed,4008_ofMpF_cbv,CBV,1.4979,1.0,0.0
192,87,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4008,JogB,BOLD,Unprocessed,4008_ofM_bold,BOLD,1.78965,1.0,0.0
193,88,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4008,JogB,CBV,Unprocessed,4008_ofM_cbv,CBV,1.4675,1.0,0.0
194,90,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF1,4009,JogB,BOLD,Unprocessed,4009_ofMcF1_bold,BOLD,2.10717,1.0,0.0
195,91,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF1,4009,JogB,CBV,Unprocessed,4009_ofMcF1_cbv,CBV,1.84134,1.0,0.0
196,93,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMaF,4009,JogB,BOLD,Unprocessed,4009_ofMaF_bold,BOLD,2.01553,1.0,0.0
197,94,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMaF,4009,JogB,CBV,Unprocessed,4009_ofMaF_cbv,CBV,1.51152,1.0,0.0
198,96,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMcF2,4009,JogB,BOLD,Unprocessed,4009_ofMcF2_bold,BOLD,2.09134,1.0,0.0
199,97,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMcF2,4009,JogB,CBV,Unprocessed,4009_ofMcF2_cbv,CBV,1.3148,1.0,0.0
200,99,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofMpF,4009,JogB,CBV,Unprocessed,4009_ofMpF_cbv,CBV,1.77352,1.0,0.0
201,100,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofMpF,4009,JogB,BOLD,Unprocessed,4009_ofMpF_bold,BOLD,1.91708,1.0,0.0
202,102,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,EPIlowcov,EPIlowcov,func,1.0,ofM,4009,JogB,CBV,Unprocessed,4009_ofM_cbv,CBV,1.46485,1.0,0.0
203,103,/home/hendrik/.scratch/mlebe/bids_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,EPIlowcov,EPIlowcov,func,0.0,ofM,4009,JogB,BOLD,Unprocessed,4009_ofM_bold,BOLD,2.08127,1.0,0.0
